,launch_date,launch_price,0days_price,4days_price,16days_price,28days_price,90days_price,180days_price,360days_price
14825-wilfred,2021-06-26 21:00:00,50.93,-0.049676025917926636,0.042803848419399104,-0.0013744354997055064,-0.010995483997643829,-0.018064009424700656,0.020420184567052857,
14882-troester,2021-06-26 21:00:00,53.64,-0.03579418344519014,-0.09917971662938108,0.031133482475764307,0.031133482475764307,-0.02665920954511558,-0.0009321401938851004,
14918-joy,2021-06-26 21:00:00,52.47,-0.03887935963407663,-0.014865637507146978,-0.03849818944158556,-0.04059462550028581,-0.05507909281494183,-0.03602058319039447,
15039-ward,2021-06-26 21:00:00,45.36,0.0,0.07098765432098753,0.04828042328042326,0.06547619047619047,0.08289241622574961,0.12257495590828937,
15048-freeland,2021-06-26 21:00:00,49.6,-0.03346774193548396,0.03750000000000009,0.019959677419354893,0.025000000000000133,0.04717741935483866,0.0346774193548387,
15095-hartwell,2021-06-26 21:00:00,48.02,0.0,0.051436901291128656,0.06518117451062055,0.046438983756768026,0.06705539358600587,0.09454394002498967,
15350-greydale,2021-06-26 21:00:00,48.25,0.013678756476683818,0.04352331606217619,0.048290155440414484,0.04414507772020726,0.049326424870466345,0.06549222797927445,
15373-parkside,2021-06-26 21:00:00,49.52,0.0,0.06462035541195466,0.058158319870759145,0.05977382875605808,0.04180129240710828,0.11268174474959602,
1542-s-ridgeway,2021-06-26 21:00:00,50.22,0.023496614894464418,0.06770211071286347,0.017921146953405076,0.057745917960971616,0.025487853444842612,0.053564317005177164,
15634-liberal,2021-06-26 21:00:00,48.46,0.0,0.16302104828724717,0.1698307882789929,0.08212959141560039,0.11989269500619071,0.24226165910028885,
15753-hartwell,2021-06-26 21:00:00,50.35,0.0,0.053426017874875775,0.044687189672294014,0.044687189672294014,0.08778550148957298,0.08838133068520349,
15770-prest,2021-06-26 21:00:00,47.84,0.020066889632106788,0.265886287625418,0.10242474916387967,-0.03490802675585292,0.10096153846153832,0.24581939799331098,
15777-ardmore,2021-06-22 21:00:00,43.22,0.0,-0.04072188801480792,-0.009717723276261081,-0.0023137436372050457,0.02429430819065259,0.0765849143914854,
15778-manor,2021-06-26 21:00:00,57.83,0.0,0.03389244336849395,0.03752377658654682,0.06380771226007265,0.06761196610755671,0.1208715199723327,
15784-monte-vista,2021-06-26 21:00:00,46.49,0.0,0.0623790062379006,0.044525704452570425,0.056141105614110565,0.08345880834588071,0.1150785115078512,
15796-hartwell,2021-06-26 21:00:00,47.89,0.0,0.050114846523282575,0.035915640008352456,0.021089997911881264,0.064105241177699,0.12653998747128847,
15860-hartwell,2021-06-26 21:00:00,49.31,-0.010342729669438389,0.04664368282295683,0.012167917258162575,0.060636787669843706,0.05049685662137482,0.07706347596836327,
1617-s-avers,2021-06-26 21:00:00,48.83,-0.02129838214212576,0.030514028261314774,0.016588163014540358,0.04443989350808941,0.034200286708990335,0.034200286708990335,
16200-fullerton,2021-07-02 21:00:00,144.95,0.0,0.0,0.15570886512590554,0.2008278716798897,0.24711969644705079,0.6040703690927907,
17500-evergreen,2021-06-26 21:00:00,53.06,0.015077271013946403,0.036750848096494426,0.028081417263475128,0.025254428948360275,0.04127402940067837,0.05371277798718421,
17809-charest,2021-06-29 21:00:00,48.83,0.0,0.042187180012287495,0.03645300020479225,0.014949825926684479,0.05222199467540456,0.10137210731107937,
17813-bradford,2021-06-26 21:00:00,48.33,-0.017587419822056694,0.022553279536519755,0.01324229257190157,0.007241878750258612,0.033519553072625774,0.07303951996689428,
1815-s-avers,2021-06-26 21:00:00,53.61,0.0,0.030404775228502157,0.005969035627681363,-0.006901697444506527,0.09401231113598207,0.09401231113598207,
18273-monte-vista,2021-06-26 21:00:00,49.84,-0.02487961476725531,0.023876404494381998,0.015850722311396392,0.02327447833065799,0.05116372391653279,0.061597110754413986,
18276-appoline,2021-06-26 21:00:00,52.25,0.015693779904306204,0.0411483253588516,0.04516746411483252,0.028708133971291794,0.06430622009569387,0.08076555023923437,
18433-faust,2021-06-26 21:00:00,43.79,0.008677780315140549,0.08152546243434577,0.1102991550582324,0.09568394610641695,0.11258278145695355,0.3416305092486869,
18466-fielding,2021-06-26 21:00:00,49.89,-0.020044097013429574,0.04529965925035073,0.02365203447584685,-0.005211465223491696,0.04189216275806773,0.09941872118661066,
18481-westphalia,2021-06-26 21:00:00,45.5,0.0,0.08065934065934077,0.022197802197802208,0.05516483516483506,0.09736263736263728,0.15626373626373624,
18776-sunderland,2021-06-26 21:00:00,54.09,-0.02717692734331678,-0.02717692734331678,-0.026992050286559488,-0.05620262525420605,-0.06563135514882612,-0.044370493621741613,
18900-mansfield,2021-06-26 21:00:00,50.06,0.0,0.06212544946064713,0.04174990011985602,0.042748701558130264,0.07730723132241302,0.0940870954854176,
18983-alcoy,2021-06-26 21:00:00,51.14,-0.06628861947594844,-0.010950332420805675,-0.03089558075870158,0.010754790770433953,0.0025420414548298353,0.009777082518576563,
19020-rosemont,2021-06-26 21:00:00,51.27,0.009557245952798832,0.03491320460308178,0.022625316949483,0.060074117417593165,0.0538326506729081,0.06709576750536361,
19136-tracey,2021-06-26 21:00:00,48.81,0.018848596599057466,0.04240934234787952,0.030936283548453236,0.025814382298709138,0.04896537594755168,0.11514034009424301,
19163-mitchell,2021-06-26 21:00:00,49.76,0.02190514469453375,0.031149517684887496,0.019895498392282995,0.031551446945337736,0.04220257234726699,0.06591639871382649,
19200-strasburg,2021-06-26 21:00:00,48.12,0.0,0.07294264339152123,0.04738154613466339,0.060681629260182834,0.07086450540315892,0.1182460515378223,
19201-westphalia,2021-06-26 21:00:00,47.4,0.011181434599156104,0.04135021097046421,0.07827004219409295,0.07974683544303796,0.04219409282700415,0.11645569620253182,
19218-houghton,2021-06-26 21:00:00,51.09,0.0,0.05578391074574274,0.05128205128205132,0.03170874926600109,0.06009003718927364,0.10921902524955951,
19311-keystone,2021-06-26 21:00:00,46.56,0.0,0.0579896907216495,0.04725085910652904,0.062285223367697595,0.07366838487972505,0.07989690721649478,
19317-gable,2021-06-26 21:00:00,42.63,-0.006333567909922677,0.03190241613886924,-0.007271874266948197,0.0058644147314097506,0.056063804832277686,0.06052076002814921,
19333-moenart,2021-06-26 21:00:00,48.92,0.0,0.04905968928863458,0.04108748977923127,0.05151267375306623,0.059076042518397376,0.10159443990188066,
19596-goulburn,2021-06-26 21:00:00,44.94,-0.02180685358255441,0.03426791277258556,0.012906097018246632,0.048731642189586255,0.04049844236760136,0.06319537160658673,
19996-joann,2021-06-26 21:00:00,46.46,-0.005811450710288435,0.04089539388721475,-0.01119242359018513,-0.01549720189410242,0.03056392595781321,0.08136030994403787,
1art,2021-10-26 21:00:00,0.65848,0.0,0.007438342850200508,-0.4917385493864658,-0.6191683878022112,-0.7517920058316122,,
1bch,2022-02-06 21:00:00,0.003276,0.0,-0.023809523809523836,-0.15201465201465192,-0.01251526251526247,,,
1box,2021-11-10 21:00:00,0.145088,0.0,-0.4491894574327304,-0.49579565505072787,-0.6407421702690781,-0.8829193317159241,,
1doge,2021-08-18 21:00:00,0.005996,-0.30620413609072716,0.19379586390927295,-0.2518345563709138,-0.69079386257505,-0.854736490993996,-0.9528018679119413,
1-dollar,2021-09-26 21:00:00,0.001644,0.0,-0.03223844282238453,136.20863746958636,103.45377128953771,37.72810218978102,3.004257907542579,
1eco,2021-12-30 21:00:00,2.57,0.0,0.023346303501945442,0.035019455252918386,0.0,1.7976653696498057,,
1inch,2020-12-26 21:00:00,2.36,-0.31355932203389825,-0.5381355932203389,-0.48305084745762705,0.12711864406779672,0.6991525423728813,-0.012711864406779627,0.1694915254237288
1inch-wormhole,2022-01-22 21:00:00,1.92,-0.00520833333333337,0.05208333333333348,-0.04687499999999989,-0.078125,,,
1million-nfts,2021-04-26 21:00:00,8.74,0.12471395881006853,0.009153318077803174,-0.23226544622425627,-0.7780320366132724,-0.8741418764302059,-0.8386727688787186,
1million-token,2019-05-30 21:00:00,0.008151,-0.41761747024904916,-0.045638571954361384,-0.08170776591829221,3.8635750214697575,0.1678321678321677,-0.1839038154827629,11.339835602993498
1nft,2021-11-10 21:00:00,2.692e-09,0.01894502228826167,-0.09063893016344726,-0.6983655274888558,-0.8848439821693908,-0.936849925705795,,
1peco,2022-01-06 21:00:00,0.42572,0.0,-0.03175326505684484,0.11176829841210179,0.19517758150897313,9.006577092924926,,
1safu,2022-01-18 21:00:00,5e-06,0.0,-0.20000000000000007,-0.4,-0.6000000000000001,,,
1sol,2021-12-14 21:00:00,2.54,0.0,-0.24803149606299213,-0.5866141732283465,-0.4724409448818897,-0.8792437007874015,,
1sol-io-wormhole,2022-01-26 21:00:00,0.894885,-0.15756549724266244,-0.2844924208138476,-0.311545058862312,-0.5148572162903613,,,
1swap,2021-11-06 21:00:00,0.04244,-0.08927898209236573,0.26823751178133826,-0.5362865221489161,-0.8321630537229029,-0.9863100848256362,,
1tronic,2021-07-14 21:00:00,0.178224,0.0,-0.07452980518897556,0.09365741987611109,0.0971081335847026,-0.3928146602028907,-0.46880330370769363,
1-up,2021-07-30 21:00:00,0.022966,1.3292258120700167,0.5514673865714537,0.5325263432900809,0.6732125751110338,3.9535400156753466,2.687973526082034,
1world,2018-03-22 21:00:00,0.28433,0.0,-0.09517813807899278,-0.3152885731368481,-0.12800618999050417,-0.33142123588787686,-0.6564836633489256,-0.8801287236661626
1x-long-btc-implied-volatility-token,2020-04-26 21:00:00,6545.65,-0.10743929174337141,0.0006645634887292307,0.3959958140138873,0.16591018462643148,-0.5930121531093169,-0.7980399196412885,-0.8806199537097156
1x-short-algorand-token,2020-08-10 21:00:00,2278.54,-0.07190130522176474,-0.4163016668568469,-0.3601253434216647,-0.32209660572120735,0.14518946342833572,-0.8198276089074583,-0.9484011691697315
1x-short-bitcoin-cash-token,2020-01-06 21:00:00,7722.75,0.0,0.0,-0.3903726004337833,-0.3903726004337833,-0.48910426985206046,-0.5238807419636788,-0.8523298047975139
1x-short-bitcoin-token,2019-12-18 21:00:00,2291.07,-0.0066955614625481275,-0.002125644349583511,-0.06659770325655712,-0.29199020544985543,-0.08894970472312058,-0.5789216392340697,-0.8500089477842231
1x-short-bnb-token,2020-08-10 21:00:00,1392.22,0.0,0.05152202956429308,0.05152202956429308,0.05152202956429308,-0.37551536395109975,-0.9050940224964446,-0.9901739667581273
1x-short-btc-implied-volatility,2020-04-26 21:00:00,5703.69,-0.018789590598366823,-0.21154550825868856,-0.4973674936751471,-0.4227947171041905,0.3587765113461636,0.7221307609635168,0.13729007011250616
1x-short-cardano-token,2020-08-10 21:00:00,621.53,0.0216562354190466,0.017682171415700054,0.21780123244252092,0.21780123244252092,0.2551445626116198,-0.9386031245474876,-0.9867906617540585
1x-short-chainlink-token,2020-08-10 21:00:00,282.78,-0.023056793266850506,-0.28177381710163374,-0.1603366574722398,-0.17388075535752157,-0.4070302001555979,-0.8254827074050498,-0.9394935992644459
1x-short-compound-token-token,2020-08-10 21:00:00,2580.45,0.0,-0.2186517855412815,-0.20689027107675018,-0.35294619155573637,-0.09716909841306742,-0.9010908949989342,-0.9791509232885737
1x-short-cosmos-token,2020-08-10 21:00:00,1676.36,0.0,-0.05200553580376521,-0.05200553580376521,-0.3312057076045717,-0.127872294733828,-0.8468467393638598,-0.9555405760099263
1x-short-defi-index-token,2020-08-10 21:00:00,3091.69,0.0,-0.16477719305622496,-0.14432559538634215,-0.14432559538634215,0.056942966468177536,-0.8680236375574524,-0.9162238128661023
1x-short-dogecoin-token,2020-08-10 21:00:00,2497.86,0.0,-0.0004323701088131404,-0.0004323701088131404,0.14613709335190905,0.23907264618513446,-0.9942590857774255,-0.9997406780203855
1x-short-eos-token,2019-12-18 21:00:00,3757.85,0.08848942879572097,0.05260454781324442,0.08609710339688914,-0.3632848570326117,-0.08924784118578444,-0.4174221962026159,-0.6243437071729845
1x-short-ethereum-token,2019-12-18 21:00:00,3747.11,-0.08991195881626113,-0.08709378694513903,-0.05032678517577549,-0.3499710443515136,-0.3038821918758724,-0.7362527387773511,-0.9311309248994558
1x-short-exchange-token-index-token,2020-08-10 21:00:00,2801.64,0.0,0.027116260476006904,0.027116260476006904,0.027116260476006904,-0.07386031038962892,-0.776734341314373,-0.9557152239402635
1x-short-litecoin-token,2019-12-18 21:00:00,14671.98,0.0,0.03405538993373769,0.03405538993373769,0.03405538993373769,-0.3986142292996582,-0.4238398634676438,-0.7894156071641318
1x-short-matic-token,2020-08-10 21:00:00,609.54,0.0,-0.1631722282376874,-0.12965514978508375,0.23484923056731333,0.6154969321127408,-0.9215309905830626,-0.9991002231190734
1x-short-okb-token,2020-08-10 21:00:00,1118.06,0.0,0.03307514802425637,0.03307514802425637,0.03307514802425637,0.09555837790458477,-0.683567965941005,-0.9738386133123446
1x-short-privacy-index-token,2020-08-10 21:00:00,3557.32,0.0,0.06895359427883907,-0.0390827926641405,-0.0390827926641405,0.13728312325008707,-0.7402117324277827,-0.9181125116660858
1x-short-shitcoin-index-token,2020-01-22 21:00:00,7221.92,0.0,0.0,-0.08114739570640495,-0.08114739570640495,-0.27188337727363365,-0.6856597691472628,-0.8951691516937325
1x-short-swipe-token,2020-08-10 21:00:00,798.52,0.0,-0.3519010168812303,-0.12215097931172669,0.20372689475529748,1.1412488102990532,-0.6637654661123078,-0.9489680909682914
1x-short-tezos-token,2020-08-06 21:00:00,921.38,0.0,-0.23285723588530238,-0.09313204106883144,-0.08836744882675984,0.4295730317567128,-0.46536716664134226,-0.7926154246890533
1x-short-theta-network-token,2020-08-10 21:00:00,4543.32,0.0,-0.04475141526460824,-0.08006699946294771,-0.08006699946294771,-0.6111081763996373,-0.9593557134430328,-0.9959456960988881
1x-short-tomochain-token,2020-08-06 21:00:00,329.8,0.0,-0.1826864766525167,-0.22604608853850816,-0.22604608853850816,0.11955730745906612,-0.7963917525773196,-0.9658277744087326
1x-short-trx-token,2020-08-06 21:00:00,2108.03,0.0,0.05537397475367989,-0.28793707869432605,-0.28793707869432605,-0.37325370132303626,-0.6916694733945912,-0.9563858199361489
1x-short-vechain-token,2020-08-10 21:00:00,4892.05,0.0,-0.028487035087540136,0.02396336913972652,0.34509868051225956,0.6461749164460706,-0.47473554031540977,-0.9826248709641152
1x-short-xrp-token,2020-08-10 21:00:00,3012.4,0.0,0.0015004647457177445,0.008325587571371695,0.008325587571371695,0.15342252024963488,-0.841056964546541,-0.980367813039437
20200-lesure,2021-06-26 21:00:00,70.12,0.006845407872218878,0.016400456360524673,0.001853964632059224,0.00798630918425558,0.007558471192241845,0.032087849401026824,
2022moon,2021-11-18 21:00:00,6.049e-09,-0.11770540585220701,-0.16680443048437765,4.3499752025128124,3.1253099685898498,0.9705736485369483,,
2030-floki,2021-12-10 21:00:00,7.09e-10,0.0,65.19322990126939,2968969.3808180536,37489421719.73342,14654442876.29196,,
25097-andover,2021-06-26 21:00:00,57.25,0.0,0.054847161572052494,0.03668122270742358,0.046462882096069746,0.0642794759825327,0.07807860262008726,
272-n-e-42nd-court,2021-06-26 21:00:00,56.96,-0.0582865168539326,0.010709269662921406,-0.0017556179775281011,0.0070224719101124045,-0.010358146067415808,0.06864466292134819,
28vck,2021-11-10 21:00:00,0.011216,-0.06348074179743235,-0.07935092724679027,0.8381776034236803,0.13257845934379464,0.018099144079885887,,
2acoin,2018-12-26 22:00:00,0.000135,0.007407407407407307,20.103703703703705,24.2,23.555555555555554,87.89629629629628,5.444444444444445,122.55555555555556
2crazynft,2021-06-29 21:00:00,0.043578,0.0,-0.18172013401257503,-0.14273257148102247,-0.5268943044655561,-0.4918536876405526,-0.43301665978245896,
2gather,2021-10-10 21:00:00,1.34,0.0,-0.22388059701492535,-0.25427238805970154,-0.1268656716417912,-0.7145708955223881,-0.8389567164179105,
2gether-2,2021-03-26 21:00:00,0.052321,0.03549244089371384,0.06230767760555023,-0.014640392958850224,-0.046195600236998535,-0.4247816364366124,-0.5505819842892912,-0.6817721373826953
2goshi,2021-05-02 21:00:00,0.000851,0.20564042303172747,-0.48413631022326675,-0.8072855464159812,-0.9647473560517039,-0.9894242068155111,-0.9835487661574618,
2key,2020-05-14 21:00:00,0.106879,-0.22794936329868354,-0.6179979228847575,0.11480272083384024,-0.45155736861310447,0.2194724875794123,-0.7552933691370616,-0.48065569475762315
2local-2,2021-06-02 21:00:00,0.003239,0.0,-0.199444272923742,-0.794998456313677,-0.5720901512812596,-0.8342080889163321,-0.9391787588761964,
2omb-finance,2022-01-06 21:00:00,19.76,0.0,-0.736336032388664,-0.6265182186234819,-0.7039473684210527,-0.9862922064777327,,
2share,2022-01-06 21:00:00,1115.72,0.0,-0.786469723586563,0.47143548560570747,3.849872727924569,-0.9238249740078156,,
2x2,2019-10-14 21:00:00,0.028634,-0.2887825661800656,-0.9361598100160649,0.12719145072291682,-0.7883634839701055,-0.5587762799469163,-0.8482573164769156,-0.9561011385066704
300fit,2019-10-14 21:00:00,0.00182,0.022527472527472447,0.20934065934065926,0.2027472527472527,0.4076923076923078,0.008241758241758212,-0.09560439560439571,10.936263736263736
30mb-token,2022-01-26 21:00:00,51.64,0.0,-0.536018590240124,-0.8965917893106119,-0.9835851665375678,,,
3432-harding,2021-06-29 21:00:00,50.59,0.015220399288396802,-0.02787112077485676,-0.004941688080648321,0.001976675232259195,0.03320814390195692,0.0397311721684126,
3shares,2022-01-26 21:00:00,11874.31,0.0,-0.4600587318336813,-0.5440846668143243,-0.8837212435922592,,,
3x-long-algorand-token,2019-12-18 21:00:00,0.457835,-0.11276770015398552,-0.15345266307730943,-0.5194840936145118,-0.26827132045387525,-0.9915580940731923,-0.9842235739949982,-0.99873316806273
